tot_case_date,World,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
11/11/2023,771709137,227892,13116335,334196,271960,8359,48015,105978,3904,9106,10072714,450873,44224,300749652,11638183,6081350,833998,38102,696614,2045958,110235,994037,4828080,71383,28036,18860,62697,1209695,11922,403283,330369,37519960,7402,312892,1313966,22073,54367,138945,125117,4729223,64474,31472,15367,7698,5308631,99319009,6365994,9109,25213,7168,1230653,88368,1277908,1113594,45883,661829,4670762,99333,3417958,15690,16043,661103,1062896,516023,201833,17130,10189,603336,75149,501087,250196127,184501283,34658,1923,69047,1499448,38997490,98041,78659,49007,12626,1855652,38437756,171784,20550,5473807,11971,19693,203235,52075,1250303,35326,38572,9614,73672,34228,426408654,472743,2210846,209370,45001384,6813429,750,7623061,2465545,1724335,38008,4841558,26267721,156583,33803572,66391,1746997,1502901,344094,5085,274279,666501,88924,218891,976981,1239904,36039,7930,507269,21514,1340966,2321662,97437087,386225,68370,89111,5132831,186694,33161,120726,16138,230354,63762,310340,42027,7709107,26547,627007,17109,1011159,251280,1403,1277342,233664,641356,172138,5393,1003450,8620971,80064,2400967,16075,9515,267173,889,124478978,,349914,14322,1490640,14534200,399449,1580631,6247,703228,1041930,46864,735759,4505220,4119478,4,6537200,5632252,1252713,514524,494595,3499524,23132925,133194,5507,2166,6607,30229,12324,3426,9674,16778,24804,6604,841469,89027,2572340,51001,7766,2674381,11051,1868592,1347498,25954,27334,4072591,68627588,34571873,18722,13980340,672606,63993,82495,2723416,4420937,57423,17786,43117,4758429,23460,39527,80,16865,191496,1153361,17004678,,6673,2943,171888,5521044,1067030,24807191,103436829,25389,244329047,1037893,174575,12019,26,552695,11624000,3550,11945,349301,265880
12/11/2023,771884587,228263,13117129,334270,271966,8359,48015,105987,3904,9106,10073213,450992,44224,300771830,11648476,6081437,834017,38104,696614,2045992,110237,994037,4829469,71383,28036,18860,62697,1209863,11922,403310,330388,37519960,7404,313380,1315323,22081,54368,138947,125127,4734284,64474,31472,15367,7698,5312718,99319568,6365994,9109,25213,7168,1230653,88369,1279890,1113594,45883,662654,4676286,99333,3419037,15690,16044,661103,1063105,516023,201834,17130,10189,603810,75166,501092,250323597,184572964,34658,1923,69047,1499712,38997490,98041,78670,49017,12626,1855873,38437756,171808,20550,5481564,11971,19693,203235,52079,1250304,35326,38572,9614,73673,34228,426529242,472743,2211830,209413,45001456,6813429,750,7623714,2465545,1724865,38008,4841558,26298859,156594,33803572,66391,1746997,1502958,344094,5085,274279,666512,88926,218894,977190,1239904,36052,7930,507269,21519,1344835,2322110,97440023,386519,68377,89127,5134632,186694,33161,120747,16138,230354,63762,310657,42027,7709202,26547,627458,17120,1011175,251280,1403,1277538,233668,641366,172151,5393,1003450,8621874,80064,2405475,16079,9515,267173,889,124484195,,349971,14322,1492062,14549027,399449,1580631,6247,703228,1041967,46864,735759,4505220,4120411,4,6543427,5632963,1252713,514524,494595,3501060,23174311,133194,5507,2166,6607,30229,12324,3426,9674,16778,24870,6607,841469,89027,2576202,51045,7766,2690776,11051,1869101,1347987,25954,27334,4072603,68632552,34571873,18758,13980340,672612,63993,82495,2726939,4423841,57423,17786,43117,4758716,23460,39527,80,16876,191496,1153361,17004680,,6673,2943,171888,5521657,1067030,24812059,103436829,25389,244380525,1037893,174692,12019,26,552695,11624000,3550,11945,349301,265903
13/11/2023,771884587,228263,13117129,334270,271966,8359,48015,105987,3904,9106,10073213,450992,44224,300771830,11648476,6081437,834017,38104,696614,2045992,110237,994037,4829469,71383,28036,18860,62697,1209863,11922,403310,330388,37519960,7404,313380,1315323,22081,54368,138947,125127,4734284,64474,31472,15367,7698,5312718,99319568,6365994,9109,25213,7168,1230653,88369,1279890,1113594,45883,662654,4676286,99333,3419037,15690,16044,661103,1063105,516023,201834,17130,10189,603810,75166,501092,250323597,184572964,34658,1923,69047,1499712,38997490,98041,78670,49017,12626,1855873,38437756,171808,20550,5481564,11971,19693,203235,52079,1250304,35326,38572,9614,73673,34228,426529242,472743,2211830,209413,45001456,6813429,750,7623714,2465545,1724865,38008,4841558,26298859,156594,33803572,66391,1746997,1502958,344094,5085,274279,666512,88926,218894,977190,1239904,36052,7930,507269,21519,1344835,2322110,97440023,386519,68377,89127,5134632,186694,33161,120747,16138,230354,63762,310657,42027,7709202,26547,627458,17120,1011175,251280,1403,1277538,233668,641366,172151,5393,1003450,8621874,80064,2405475,16079,9515,267173,889,124484195,,349971,14322,1492062,14549027,399449,1580631,6247,703228,1041967,46864,735759,4505220,4120411,4,6543427,5632963,1252713,514524,494595,3501060,23174311,133194,5507,2166,6607,30229,12324,3426,9674,16778,24870,6607,841469,89027,2576202,51045,7766,2690776,11051,1869101,1347987,25954,27334,4072603,68632552,34571873,18758,13980340,672612,63993,82495,2726939,4423841,57423,17786,43117,4758716,23460,39527,80,16876,191496,1153361,17004680,,6673,2943,171888,5521657,1067030,24812059,103436829,25389,244380525,1037893,174692,12019,26,552695,11624000,3550,11945,349301,265903
14/11/2023,771884587,228263,13117129,334270,271966,8359,48015,105987,3904,9106,10073213,450992,44224,300771830,11648476,6081437,834017,38104,696614,2045992,110237,994037,4829469,71383,28036,18860,62697,1209863,11922,403310,330388,37519960,7404,313380,1315323,22081,54368,138947,125127,4734284,64474,31472,15367,7698,5312718,99319568,6365994,9109,25213,7168,1230653,88369,1279890,1113594,45883,662654,4676286,99333,3419037,15690,16044,661103,1063105,516023,201834,17130,10189,603810,75166,501092,250323597,184572964,34658,1923,69047,1499712,38997490,98041,78670,49017,12626,1855873,38437756,171808,20550,5481564,11971,19693,203235,52079,1250304,35326,38572,9614,73673,34228,426529242,472743,2211830,209413,45001456,6813429,750,7623714,2465545,1724865,38008,4841558,26298859,156594,33803572,66391,1746997,1502958,344094,5085,274279,666512,88926,218894,977190,1239904,36052,7930,507269,21519,1344835,2322110,97440023,386519,68377,89127,5134632,186694,33161,120747,16138,230354,63762,310657,42027,7709202,26547,627458,17120,1011175,251280,1403,1277538,233668,641366,172151,5393,1003450,8621874,80064,2405475,16079,9515,267173,889,124484195,,349971,14322,1492062,14549027,399449,1580631,6247,703228,1041967,46864,735759,4505220,4120411,4,6543427,5632963,1252713,514524,494595,3501060,23174311,133194,5507,2166,6607,30229,12324,3426,9674,16778,24870,6607,841469,89027,2576202,51045,7766,2690776,11051,1869101,1347987,25954,27334,4072603,68632552,34571873,18758,13980340,672612,63993,82495,2726939,4423841,57423,17786,43117,4758716,23460,39527,80,16876,191496,1153361,17004680,,6673,2943,171888,5521657,1067030,24812059,103436829,25389,244380525,1037893,174692,12019,26,552695,11624000,3550,11945,349301,265903
15/11/2023,771884587,228263,13117129,334270,271966,8359,48015,105987,3904,9106,10073213,450992,44224,300771830,11648476,6081437,834017,38104,696614,2045992,110237,994037,4829469,71383,28036,18860,62697,1209863,11922,403310,330388,37519960,7404,313380,1315323,22081,54368,138947,125127,4734284,64474,31472,15367,7698,5312718,99319568,6365994,9109,25213,7168,1230653,88369,1279890,1113594,45883,662654,4676286,99333,3419037,15690,16044,661103,1063105,516023,201834,17130,10189,603810,75166,501092,250323597,184572964,34658,1923,69047,1499712,38997490,98041,78670,49017,12626,1855873,38437756,171808,20550,5481564,11971,19693,203235,52079,1250304,35326,38572,9614,73673,34228,426529242,472743,2211830,209413,45001456,6813429,750,7623714,2465545,1724865,38008,4841558,26298859,156594,33803572,66391,1746997,1502958,344094,5085,274279,666512,88926,218894,977190,1239904,36052,7930,507269,21519,1344835,2322110,97440023,386519,68377,89127,5134632,186694,33161,120747,16138,230354,63762,310657,42027,7709202,26547,627458,17120,1011175,251280,1403,1277538,233668,641366,172151,5393,1003450,8621874,80064,2405475,16079,9515,267173,889,124484195,,349971,14322,1492062,14549027,399449,1580631,6247,703228,1041967,46864,735759,4505220,4120411,4,6543427,5632963,1252713,514524,494595,3501060,23174311,133194,5507,2166,6607,30229,12324,3426,9674,16778,24870,6607,841469,89027,2576202,51045,7766,2690776,11051,1869101,1347987,25954,27334,4072603,68632552,34571873,18758,13980340,672612,63993,82495,2726939,4423841,57423,17786,43117,4758716,23460,39527,80,16876,191496,1153361,17004680,,6673,2943,171888,5521657,1067030,24812059,103436829,25389,244380525,1037893,174692,12019,26,552695,11624000,3550,11945,349301,265903
16/11/2023,771884587,228263,13117129,334270,271966,8359,48015,105987,3904,9106,10073213,450992,44224,300771830,11648476,6081437,834017,38104,696614,2045992,110237,994037,4829469,71383,28036,18860,62697,1209863,11922,403310,330388,37519960,7404,313380,1315323,22081,54368,138947,125127,4734284,64474,31472,15367,7698,5312718,99319568,6365994,9109,25213,7168,1230653,88369,1279890,1113594,45883,662654,4676286,99333,3419037,15690,16044,661103,1063105,516023,201834,17130,10189,603810,75166,501092,250323597,184572964,34658,1923,69047,1499712,38997490,98041,78670,49017,12626,1855873,38437756,171808,20550,5481564,11971,19693,203235,52079,1250304,35326,38572,9614,73673,34228,426529242,472743,2211830,209413,45001456,6813429,750,7623714,2465545,1724865,38008,4841558,26298859,156594,33803572,66391,1746997,1502958,344094,5085,274279,666512,88926,218894,977190,1239904,36052,7930,507269,21519,1344835,2322110,97440023,386519,68377,89127,5134632,186694,33161,120747,16138,230354,63762,310657,42027,7709202,26547,627458,17120,1011175,251280,1403,1277538,233668,641366,172151,5393,1003450,8621874,80064,2405475,16079,9515,267173,889,124484195,,349971,14322,1492062,14549027,399449,1580631,6247,703228,1041967,46864,735759,4505220,4120411,4,6543427,5632963,1252713,514524,494595,3501060,23174311,133194,5507,2166,6607,30229,12324,3426,9674,16778,24870,6607,841469,89027,2576202,51045,7766,2690776,11051,1869101,1347987,25954,27334,4072603,68632552,34571873,18758,13980340,672612,63993,82495,2726939,4423841,57423,17786,43117,4758716,23460,39527,80,16876,191496,1153361,17004680,,6673,2943,171888,5521657,1067030,24812059,103436829,25389,244380525,1037893,174692,12019,26,552695,11624000,3550,11945,349301,265903
17/11/2023,771884587,228263,13117129,334270,271966,8359,48015,105987,3904,9106,10073213,450992,44224,300771830,11648476,6081437,834017,38104,696614,2045992,110237,994037,4829469,71383,28036,18860,62697,1209863,11922,403310,330388,37519960,7404,313380,1315323,22081,54368,138947,125127,4734284,64474,31472,15367,7698,5312718,99319568,6365994,9109,25213,7168,1230653,88369,1279890,1113594,45883,662654,4676286,99333,3419037,15690,16044,661103,1063105,516023,201834,17130,10189,603810,75166,501092,250323597,184572964,34658,1923,69047,1499712,38997490,98041,78670,49017,12626,1855873,38437756,171808,20550,5481564,11971,19693,203235,52079,1250304,35326,38572,9614,73673,34228,426529242,472743,2211830,209413,45001456,6813429,750,7623714,2465545,1724865,38008,4841558,26298859,156594,33803572,66391,1746997,1502958,344094,5085,274279,666512,88926,218894,977190,1239904,36052,7930,507269,21519,1344835,2322110,97440023,386519,68377,89127,5134632,186694,33161,120747,16138,230354,63762,310657,42027,7709202,26547,627458,17120,1011175,251280,1403,1277538,233668,641366,172151,5393,1003450,8621874,80064,2405475,16079,9515,267173,889,124484195,,349971,14322,1492062,14549027,399449,1580631,6247,703228,1041967,46864,735759,4505220,4120411,4,6543427,5632963,1252713,514524,494595,3501060,23174311,133194,5507,2166,6607,30229,12324,3426,9674,16778,24870,6607,841469,89027,2576202,51045,7766,2690776,11051,1869101,1347987,25954,27334,4072603,68632552,34571873,18758,13980340,672612,63993,82495,2726939,4423841,57423,17786,43117,4758716,23460,39527,80,16876,191496,1153361,17004680,,6673,2943,171888,5521657,1067030,24812059,103436829,25389,244380525,1037893,174692,12019,26,552695,11624000,3550,11945,349301,265903
18/11/2023,771884587,228263,13117129,334270,271966,8359,48015,105987,3904,9106,10073213,450992,44224,300771830,11648476,6081437,834017,38104,696614,2045992,110237,994037,4829469,71383,28036,18860,62697,1209863,11922,403310,330388,37519960,7404,313380,1315323,22081,54368,138947,125127,4734284,64474,31472,15367,7698,5312718,99319568,6365994,9109,25213,7168,1230653,88369,1279890,1113594,45883,662654,4676286,99333,3419037,15690,16044,661103,1063105,516023,201834,17130,10189,603810,75166,501092,250323597,184572964,34658,1923,69047,1499712,38997490,98041,78670,49017,12626,1855873,38437756,171808,20550,5481564,11971,19693,203235,52079,1250304,35326,38572,9614,73673,34228,426529242,472743,2211830,209413,45001456,6813429,750,7623714,2465545,1724865,38008,4841558,26298859,156594,33803572,66391,1746997,1502958,344094,5085,274279,666512,88926,218894,977190,1239904,36052,7930,507269,21519,1344835,2322110,97440023,386519,68377,89127,5134632,186694,33161,120747,16138,230354,63762,310657,42027,7709202,26547,627458,17120,1011175,251280,1403,1277538,233668,641366,172151,5393,1003450,8621874,80064,2405475,16079,9515,267173,889,124484195,,349971,14322,1492062,14549027,399449,1580631,6247,703228,1041967,46864,735759,4505220,4120411,4,6543427,5632963,1252713,514524,494595,3501060,23174311,133194,5507,2166,6607,30229,12324,3426,9674,16778,24870,6607,841469,89027,2576202,51045,7766,2690776,11051,1869101,1347987,25954,27334,4072603,68632552,34571873,18758,13980340,672612,63993,82495,2726939,4423841,57423,17786,43117,4758716,23460,39527,80,16876,191496,1153361,17004680,,6673,2943,171888,5521657,1067030,24812059,103436829,25389,244380525,1037893,174692,12019,26,552695,11624000,3550,11945,349301,265903
19/11/2023,772092077,228695,13118376,334331,271978,8359,48015,106002,3904,9106,10073745,451107,44224,300793395,11659275,6081513,834038,38111,696614,2046026,110238,994037,4830932,71383,28036,18860,62697,1210013,11922,403328,330397,37519960,7406,313919,1316471,22098,54368,138950,125132,4740208,64474,31472,15367,7698,5316578,99320035,6365994,9109,25213,7172,1230653,88369,1282425,1113594,45883,662962,4681810,99333,3420247,15690,16047,661103,1063462,516023,201834,17130,10189,604339,75171,501093,250481455,184657277,34658,1923,69047,1499712,38997490,98041,78700,49049,12626,1856049,38437756,171818,20550,5489364,11971,19693,203235,52181,1250304,35326,38572,9614,73674,34228,426664884,472743,2213046,209475,45001575,6813429,750,7624112,2465545,1725349,38008,4841558,26341228,156603,33803572,66391,1746997,1503000,344094,5085,274279,666520,88927,218896,977431,1239904,36086,7930,507269,21527,1348981,2322617,97442608,386778,68386,89143,5136937,186694,33161,120760,16138,230354,63762,311465,42027,7709262,26547,627728,17166,1011194,251280,1403,1277642,233680,641374,172170,5393,1003450,8622765,80064,2410372,16082,9515,267173,889,124490259,,350014,14330,1493674,14564883,399449,1580631,6249,703228,1041998,46864,735759,4505220,4121325,4,6550890,5633664,1252713,514524,494595,3502427,23232461,133208,5507,2166,6607,30230,12324,3426,9674,16780,25133,6635,841469,89029,2579886,51086,7766,2706217,11051,1869590,1348724,25954,27334,4072617,68637452,34571873,18763,13980340,672618,63993,82495,2730283,4427393,57423,17786,43127,4759106,23460,39527,80,16888,191496,1153361,17004683,,6696,2943,171888,5522212,1067030,24817280,103436829,25389,244449277,1037893,174814,12019,26,552695,11624000,3550,11945,349302,265927
20/11/2023,772092077,228695,13118376,334331,271978,8359,48015,106002,3904,9106,10073745,451107,44224,300793395,11659275,6081513,834038,38111,696614,2046026,110238,994037,4830932,71383,28036,18860,62697,1210013,11922,403328,330397,37519960,7406,313919,1316471,22098,54368,138950,125132,4740208,64474,31472,15367,7698,5316578,99320035,6365994,9109,25213,7172,1230653,88369,1282425,1113594,45883,662962,4681810,99333,3420247,15690,16047,661103,1063462,516023,201834,17130,10189,604339,75171,501093,250481455,184657277,34658,1923,69047,1499712,38997490,98041,78700,49049,12626,1856049,38437756,171818,20550,5489364,11971,19693,203235,52181,1250304,35326,38572,9614,73674,34228,426664884,472743,2213046,209475,45001575,6813429,750,7624112,2465545,1725349,38008,4841558,26341228,156603,33803572,66391,1746997,1503000,344094,5085,274279,666520,88927,218896,977431,1239904,36086,7930,507269,21527,1348981,2322617,97442608,386778,68386,89143,5136937,186694,33161,120760,16138,230354,63762,311465,42027,7709262,26547,627728,17166,1011194,251280,1403,1277642,233680,641374,172170,5393,1003450,8622765,80064,2410372,16082,9515,267173,889,124490259,,350014,14330,1493674,14564883,399449,1580631,6249,703228,1041998,46864,735759,4505220,4121325,4,6550890,5633664,1252713,514524,494595,3502427,23232461,133208,5507,2166,6607,30230,12324,3426,9674,16780,25133,6635,841469,89029,2579886,51086,7766,2706217,11051,1869590,1348724,25954,27334,4072617,68637452,34571873,18763,13980340,672618,63993,82495,2730283,4427393,57423,17786,43127,4759106,23460,39527,80,16888,191496,1153361,17004683,,6696,2943,171888,5522212,1067030,24817280,103436829,25389,244449277,1037893,174814,12019,26,552695,11624000,3550,11945,349302,265927
21/11/2023,772092077,228695,13118376,334331,271978,8359,48015,106002,3904,9106,10073745,451107,44224,300793395,11659275,6081513,834038,38111,696614,2046026,110238,994037,4830932,71383,28036,18860,62697,1210013,11922,403328,330397,37519960,7406,313919,1316471,22098,54368,138950,125132,4740208,64474,31472,15367,7698,5316578,99320035,6365994,9109,25213,7172,1230653,88369,1282425,1113594,45883,662962,4681810,99333,3420247,15690,16047,661103,1063462,516023,201834,17130,10189,604339,75171,501093,250481455,184657277,34658,1923,69047,1499712,38997490,98041,78700,49049,12626,1856049,38437756,171818,20550,5489364,11971,19693,203235,52181,1250304,35326,38572,9614,73674,34228,426664884,472743,2213046,209475,45001575,6813429,750,7624112,2465545,1725349,38008,4841558,26341228,156603,33803572,66391,1746997,1503000,344094,5085,274279,666520,88927,218896,977431,1239904,36086,7930,507269,21527,1348981,2322617,97442608,386778,68386,89143,5136937,186694,33161,120760,16138,230354,63762,311465,42027,7709262,26547,627728,17166,1011194,251280,1403,1277642,233680,641374,172170,5393,1003450,8622765,80064,2410372,16082,9515,267173,889,124490259,,350014,14330,1493674,14564883,399449,1580631,6249,703228,1041998,46864,735759,4505220,4121325,4,6550890,5633664,1252713,514524,494595,3502427,23232461,133208,5507,2166,6607,30230,12324,3426,9674,16780,25133,6635,841469,89029,2579886,51086,7766,2706217,11051,1869590,1348724,25954,27334,4072617,68637452,34571873,18763,13980340,672618,63993,82495,2730283,4427393,57423,17786,43127,4759106,23460,39527,80,16888,191496,1153361,17004683,,6696,2943,171888,5522212,1067030,24817280,103436829,25389,244449277,1037893,174814,12019,26,552695,11624000,3550,11945,349302,265927
22/11/2023,772092077,228695,13118376,334331,271978,8359,48015,106002,3904,9106,10073745,451107,44224,300793395,11659275,6081513,834038,38111,696614,2046026,110238,994037,4830932,71383,28036,18860,62697,1210013,11922,403328,330397,37519960,7406,313919,1316471,22098,54368,138950,125132,4740208,64474,31472,15367,7698,5316578,99320035,6365994,9109,25213,7172,1230653,88369,1282425,1113594,45883,662962,4681810,99333,3420247,15690,16047,661103,1063462,516023,201834,17130,10189,604339,75171,501093,250481455,184657277,34658,1923,69047,1499712,38997490,98041,78700,49049,12626,1856049,38437756,171818,20550,5489364,11971,19693,203235,52181,1250304,35326,38572,9614,73674,34228,426664884,472743,2213046,209475,45001575,6813429,750,7624112,2465545,1725349,38008,4841558,26341228,156603,33803572,66391,1746997,1503000,344094,5085,274279,666520,88927,218896,977431,1239904,36086,7930,507269,21527,1348981,2322617,97442608,386778,68386,89143,5136937,186694,33161,120760,16138,230354,63762,311465,42027,7709262,26547,627728,17166,1011194,251280,1403,1277642,233680,641374,172170,5393,1003450,8622765,80064,2410372,16082,9515,267173,889,124490259,,350014,14330,1493674,14564883,399449,1580631,6249,703228,1041998,46864,735759,4505220,4121325,4,6550890,5633664,1252713,514524,494595,3502427,23232461,133208,5507,2166,6607,30230,12324,3426,9674,16780,25133,6635,841469,89029,2579886,51086,7766,2706217,11051,1869590,1348724,25954,27334,4072617,68637452,34571873,18763,13980340,672618,63993,82495,2730283,4427393,57423,17786,43127,4759106,23460,39527,80,16888,191496,1153361,17004683,,6696,2943,171888,5522212,1067030,24817280,103436829,25389,244449277,1037893,174814,12019,26,552695,11624000,3550,11945,349302,265927
23/11/2023,772092077,228695,13118376,334331,271978,8359,48015,106002,3904,9106,10073745,451107,44224,300793395,11659275,6081513,834038,38111,696614,2046026,110238,994037,4830932,71383,28036,18860,62697,1210013,11922,403328,330397,37519960,7406,313919,1316471,22098,54368,138950,125132,4740208,64474,31472,15367,7698,5316578,99320035,6365994,9109,25213,7172,1230653,88369,1282425,1113594,45883,662962,4681810,99333,3420247,15690,16047,661103,1063462,516023,201834,17130,10189,604339,75171,501093,250481455,184657277,34658,1923,69047,1499712,38997490,98041,78700,49049,12626,1856049,38437756,171818,20550,5489364,11971,19693,203235,52181,1250304,35326,38572,9614,73674,34228,426664884,472743,2213046,209475,45001575,6813429,750,7624112,2465545,1725349,38008,4841558,26341228,156603,33803572,66391,1746997,1503000,344094,5085,274279,666520,88927,218896,977431,1239904,36086,7930,507269,21527,1348981,2322617,97442608,386778,68386,89143,5136937,186694,33161,120760,16138,230354,63762,311465,42027,7709262,26547,627728,17166,1011194,251280,1403,1277642,233680,641374,172170,5393,1003450,8622765,80064,2410372,16082,9515,267173,889,124490259,,350014,14330,1493674,14564883,399449,1580631,6249,703228,1041998,46864,735759,4505220,4121325,4,6550890,5633664,1252713,514524,494595,3502427,23232461,133208,5507,2166,6607,30230,12324,3426,9674,16780,25133,6635,841469,89029,2579886,51086,7766,2706217,11051,1869590,1348724,25954,27334,4072617,68637452,34571873,18763,13980340,672618,63993,82495,2730283,4427393,57423,17786,43127,4759106,23460,39527,80,16888,191496,1153361,17004683,,6696,2943,171888,5522212,1067030,24817280,103436829,25389,244449277,1037893,174814,12019,26,552695,11624000,3550,11945,349302,265927
24/11/2023,772092077,228695,13118376,334331,271978,8359,48015,106002,3904,9106,10073745,451107,44224,300793395,11659275,6081513,834038,38111,696614,2046026,110238,994037,4830932,71383,28036,18860,62697,1210013,11922,403328,330397,37519960,7406,313919,1316471,22098,54368,138950,125132,4740208,64474,31472,15367,7698,5316578,99320035,6365994,9109,25213,7172,1230653,88369,1282425,1113594,45883,662962,4681810,99333,3420247,15690,16047,661103,1063462,516023,201834,17130,10189,604339,75171,501093,250481455,184657277,34658,1923,69047,1499712,38997490,98041,78700,49049,12626,1856049,38437756,171818,20550,5489364,11971,19693,203235,52181,1250304,35326,38572,9614,73674,34228,426664884,472743,2213046,209475,45001575,6813429,750,7624112,2465545,1725349,38008,4841558,26341228,156603,33803572,66391,1746997,1503000,344094,5085,274279,666520,88927,218896,977431,1239904,36086,7930,507269,21527,1348981,2322617,97442608,386778,68386,89143,5136937,186694,33161,120760,16138,230354,63762,311465,42027,7709262,26547,627728,17166,1011194,251280,1403,1277642,233680,641374,172170,5393,1003450,8622765,80064,2410372,16082,9515,267173,889,124490259,,350014,14330,1493674,14564883,399449,1580631,6249,703228,1041998,46864,735759,4505220,4121325,4,6550890,5633664,1252713,514524,494595,3502427,23232461,133208,5507,2166,6607,30230,12324,3426,9674,16780,25133,6635,841469,89029,2579886,51086,7766,2706217,11051,1869590,1348724,25954,27334,4072617,68637452,34571873,18763,13980340,672618,63993,82495,2730283,4427393,57423,17786,43127,4759106,23460,39527,80,16888,191496,1153361,17004683,,6696,2943,171888,5522212,1067030,24817280,103436829,25389,244449277,1037893,174814,12019,26,552695,11624000,3550,11945,349302,265927
25/11/2023,772092077,228695,13118376,334331,271978,8359,48015,106002,3904,9106,10073745,451107,44224,300793395,11659275,6081513,834038,38111,696614,2046026,110238,994037,4830932,71383,28036,18860,62697,1210013,11922,403328,330397,37519960,7406,313919,1316471,22098,54368,138950,125132,4740208,64474,31472,15367,7698,5316578,99320035,6365994,9109,25213,7172,1230653,88369,1282425,1113594,45883,662962,4681810,99333,3420247,15690,16047,661103,1063462,516023,201834,17130,10189,604339,75171,501093,250481455,184657277,34658,1923,69047,1499712,38997490,98041,78700,49049,12626,1856049,38437756,171818,20550,5489364,11971,19693,203235,52181,1250304,35326,38572,9614,73674,34228,426664884,472743,2213046,209475,45001575,6813429,750,7624112,2465545,1725349,38008,4841558,26341228,156603,33803572,66391,1746997,1503000,344094,5085,274279,666520,88927,218896,977431,1239904,36086,7930,507269,21527,1348981,2322617,97442608,386778,68386,89143,5136937,186694,33161,120760,16138,230354,63762,311465,42027,7709262,26547,627728,17166,1011194,251280,1403,1277642,233680,641374,172170,5393,1003450,8622765,80064,2410372,16082,9515,267173,889,124490259,,350014,14330,1493674,14564883,399449,1580631,6249,703228,1041998,46864,735759,4505220,4121325,4,6550890,5633664,1252713,514524,494595,3502427,23232461,133208,5507,2166,6607,30230,12324,3426,9674,16780,25133,6635,841469,89029,2579886,51086,7766,2706217,11051,1869590,1348724,25954,27334,4072617,68637452,34571873,18763,13980340,672618,63993,82495,2730283,4427393,57423,17786,43127,4759106,23460,39527,80,16888,191496,1153361,17004683,,6696,2943,171888,5522212,1067030,24817280,103436829,25389,244449277,1037893,174814,12019,26,552695,11624000,3550,11945,349302,265927
